claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
ADD-0069,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,"The service range covers Concrete Driveways , Concrete Driveway Replacement , Concrete Slabs , Shed and Garage Slabs , Exposed Aggregate Concrete , Decorative Concrete , Concrete Patios and Alfresco Slabs , Concrete Paths and Pathways , Concrete Crossovers and Laybacks and Commercial Concreting .",service range covers,_elementor_data:$[1].elements[1].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"<p>Enquiries may concern <a href=""/concrete-driveways-south-west-sydney/"">Concrete Driveways</a>, <a href=""/concrete-driveway-replacement-south-west-sydney/"">Concrete Driveway Replacement</a>, <a href=""/concrete-slabs-south-west-sydney/"">Concrete Slabs</a>, <a href=""/shed-and-garage-slabs-south-west-sydney/"">Shed and Garage Slabs</a>, <a href=""/exposed-aggregate-south-west-sydney/"">Exposed Aggregate Concrete</a>, <a href=""/decorative-concrete-south-west-sydney/"">Decorative Concrete</a>, <a href=""/concrete-patios-south-west-sydney/"">Concrete Patios and Alfresco Slabs</a>, <a href=""/concrete-paths-south-west-sydney/"">Concrete Paths and Pathways</a>, <a href=""/concrete-crossovers-and-laybacks-south-west-sydney/"">Concrete Crossovers and Laybacks</a> and <a href=""/commercial-concreting-south-west-sydney/"">Commercial Concreting</a>.</p>","owner attestation and remediation authority, 21 August 2026; direct service-range presentation neutralised",False,False
ADD-0070,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,How Structure Co scopes concrete work,How Structure Co scopes,_elementor_data:$[5].elements[0].settings.title.value.content.value,e-heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; direct operator/social-proof heading neutralised",False,False
ADD-0071,additional_blind_spots,unsupported_verified_local_evidence,12,homepage,home,publish,"Across the growth corridor, Wianamatta shale-derived reactive clay and engineered fill are recurring site inputs. They are verified at the work area instead of assumed from the suburb name.",verified at the work area,_elementor_data:$[6].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,&lt;p&gt;Site conditions must be checked for the specific work area by the independent provider.&lt;/p&gt;,"owner attestation and remediation authority, 21 August 2026; direct-work verification implication neutralised",False,False
ADD-0072,additional_blind_spots,local_service_presentation,12,homepage,home,publish,Concrete services across Camden and South West Sydney,Concrete services across Camden and South West Sydney,_elementor_data:$[6].elements[1].elements[2].elements[0].settings.title.value.content.value,e-heading,NONE — service_areas remains unverified,UNSUPPORTED,replace with non-geographic enquiry wording,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry types,"owner attestation and remediation authority, 21 August 2026; unverified local service heading neutralised",False,False
ADD-0073,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,How Structure Co scopes concrete work,How Structure Co scopes,_elementor_data:$[8].elements[0].settings.title,heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; direct operator/social-proof heading neutralised",False,False
ADD-0074,additional_blind_spots,quote_or_scope_promise,12,homepage,home,publish,"Structure Co Concreters Camden provides on-site scopes for driveways, slabs, paths and finished concrete across Camden and South West Sydney.",provides on-site scopes,_elementor_data:$[9].elements[1].elements[0].elements[0].settings.editor,text-editor,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; homepage direct-contractor claim replaced with authorised role disclosure",False,False
ADD-0075,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,"Structure Co Concreters Camden provides on-site scopes for driveways, slabs, paths and finished concrete across Camden and South West Sydney.",Structure Co Concreters Camden provides,_elementor_data:$[9].elements[1].elements[0].elements[0].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; homepage direct-contractor claim replaced with authorised role disclosure",False,False
ADD-0076,additional_blind_spots,local_service_presentation,12,homepage,home,publish,"Structure Co Concreters Camden provides on-site scopes for driveways, slabs, paths and finished concrete across Camden and South West Sydney.",finished concrete across Camden and South West Sydney,_elementor_data:$[9].elements[1].elements[0].elements[0].settings.editor,text-editor,NONE — service_areas remains unverified,UNSUPPORTED,replace with non-geographic enquiry wording,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; homepage direct-contractor claim replaced with authorised role disclosure",False,False
ADD-0077,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,"The service range covers Concrete Driveways , Concrete Driveway Replacement , Concrete Slabs , Shed and Garage Slabs , Exposed Aggregate Concrete , Decorative Concrete , Concrete Patios and Alfresco Slabs , Concrete Paths and Pathways , Concrete Crossovers and Laybacks and Commercial Concreting .",service range covers,_elementor_data:$[9].elements[1].elements[1].elements[0].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"<p>Enquiries may concern <a href=""/concrete-driveways-south-west-sydney/"">Concrete Driveways</a>, <a href=""/concrete-driveway-replacement-south-west-sydney/"">Concrete Driveway Replacement</a>, <a href=""/concrete-slabs-south-west-sydney/"">Concrete Slabs</a>, <a href=""/shed-and-garage-slabs-south-west-sydney/"">Shed and Garage Slabs</a>, <a href=""/exposed-aggregate-south-west-sydney/"">Exposed Aggregate Concrete</a>, <a href=""/decorative-concrete-south-west-sydney/"">Decorative Concrete</a>, <a href=""/concrete-patios-south-west-sydney/"">Concrete Patios and Alfresco Slabs</a>, <a href=""/concrete-paths-south-west-sydney/"">Concrete Paths and Pathways</a>, <a href=""/concrete-crossovers-and-laybacks-south-west-sydney/"">Concrete Crossovers and Laybacks</a> and <a href=""/commercial-concreting-south-west-sydney/"">Commercial Concreting</a>.</p>","owner attestation and remediation authority, 21 August 2026; direct service-range presentation neutralised",False,False
ADD-0078,additional_blind_spots,unsupported_verified_local_evidence,12,homepage,home,publish,"Across the growth corridor, Wianamatta shale-derived reactive clay and engineered fill are recurring site inputs. They are verified at the work area instead of assumed from the suburb name.",verified at the work area,_elementor_data:$[9].elements[1].elements[4].elements[0].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,&lt;p&gt;Site conditions must be checked for the specific work area by the independent provider.&lt;/p&gt;,"owner attestation and remediation authority, 21 August 2026; direct-work verification implication neutralised",False,False
ADD-0079,additional_blind_spots,direct_service_or_scope_presentation,12,homepage,home,publish,"Structure Co Concreters Camden scopes driveways, slabs, paths and finished concrete across Camden and South West Sydney with local ground and council checks.",Structure Co Concreters Camden scopes,postmeta:rank_math_description,meta,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; homepage meta direct-contractor claim neutralised",False,False
ADD-0080,additional_blind_spots,local_service_presentation,12,homepage,home,publish,"Structure Co Concreters Camden scopes driveways, slabs, paths and finished concrete across Camden and South West Sydney with local ground and council checks.",finished concrete across Camden and South West Sydney,postmeta:rank_math_description,meta,NONE — service_areas remains unverified,UNSUPPORTED,replace with non-geographic enquiry wording,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; homepage meta direct-contractor claim neutralised",False,False
ADD-0081,additional_blind_spots,local_service_presentation,321,contact,utility,publish,"Contact Structure Co Concreters Camden about a driveway, slab, path, crossover or finished-concrete scope in Camden and South West Sydney.",scope in Camden and South West Sydney,_elementor_data:$[0].elements[1].settings.editor,text-editor,NONE — service_areas remains unverified,UNSUPPORTED,replace with non-geographic enquiry wording,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins. Contact info@concreterscamden.com.au or call (03) 4328 3392. Administrative correspondence office — not open to customers or visitors: 15 Murray Street, Camden NSW 2570.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; contact intro replaced with role and attested contact facts",False,False
ADD-0082,additional_blind_spots,local_service_presentation,321,contact,utility,publish,"Contact Structure Co Concreters Camden about a driveway, slab, path, crossover or finished-concrete scope in Camden and South West Sydney.",scope in Camden and South West Sydney,_elementor_data:$[5].elements[0].elements[0].elements[0].settings.editor,text-editor,NONE — service_areas remains unverified,UNSUPPORTED,replace with non-geographic enquiry wording,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins. Contact info@concreterscamden.com.au or call (03) 4328 3392. Administrative correspondence office — not open to customers or visitors: 15 Murray Street, Camden NSW 2570.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; contact intro replaced with role and attested contact facts",False,False
ADD-0083,additional_blind_spots,unsupported_opening_hours,321,contact,utility,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[6].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0084,additional_blind_spots,quote_or_scope_promise,321,contact,utility,publish,"Contact Structure Co Concreters Camden. Send the site address, intended concrete use, dimensions and access details to Structure Co Concreters Camden for an on-site project.",for an on-site project,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Contact Structure Co Concreters Camden at info@concreterscamden.com.au or (03) 4328 3392 to submit a concreting enquiry. Submitting an enquiry does not create a construction contract.,"owner attestation and remediation authority, 21 August 2026; contact meta project/quotation implication neutralised",False,False
ADD-0085,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,Request a Concrete Quote,Request a Concrete Quote,item.title,wordpress,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a Concreting Enquiry,"owner attestation and remediation authority, 21 August 2026; quotation promise changed to enquiry",False,False
ADD-0086,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,Request a Concrete Quote,Request a Concrete Quote,_elementor_data:$[0].elements[0].settings.title.value.content.value,e-heading,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a Concreting Enquiry,"owner attestation and remediation authority, 21 August 2026; quotation promise changed to enquiry",False,False
ADD-0087,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,"Request an on-site concrete quote by providing the property address, proposed use, approximate dimensions, access and preferred finish.",Request an on-site concrete quote,_elementor_data:$[0].elements[1].settings.editor,text-editor,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Submit a concreting enquiry with the property address, proposed use, approximate dimensions, access and preferred finish. Submitting an enquiry does not create a construction contract. Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; on-site quote promise replaced with non-contractual enquiry wording",False,False
ADD-0088,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,Request a Concrete Quote details,Request a Concrete Quote,_elementor_data:$[1].elements[1].settings.title.value.content.value,e-heading,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submitting an enquiry does not create a construction contract.,"owner attestation and remediation authority, 21 August 2026; form-adjacent no-contract disclosure applied | residual quotation-promise wording neutralised",False,False
ADD-0089,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,What does the site evidence require for Request a Concrete Quote?,Request a Concrete Quote,_elementor_data:$[5].elements[0].settings.items[0].item_title,nested-accordion,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,What does the site evidence require for concreting enquiry?,"owner attestation and remediation authority, 21 August 2026; residual quotation-promise wording neutralised",False,False
ADD-0090,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,What does the approval record require for Request a Concrete Quote?,Request a Concrete Quote,_elementor_data:$[5].elements[0].settings.items[1].item_title,nested-accordion,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,What does the approval record require for concreting enquiry?,"owner attestation and remediation authority, 21 August 2026; residual quotation-promise wording neutralised",False,False
ADD-0091,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,What does the ground support require for Request a Concrete Quote?,Request a Concrete Quote,_elementor_data:$[5].elements[0].settings.items[2].item_title,nested-accordion,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,What does the ground support require for concreting enquiry?,"owner attestation and remediation authority, 21 August 2026; residual quotation-promise wording neutralised",False,False
ADD-0092,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,"Request an on-site concrete quote by providing the property address, proposed use, approximate dimensions, access and preferred finish.",Request an on-site concrete quote,_elementor_data:$[5].elements[0].elements[0].elements[0].settings.editor,text-editor,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Submit a concreting enquiry with the property address, proposed use, approximate dimensions, access and preferred finish. Submitting an enquiry does not create a construction contract. Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; on-site quote promise replaced with non-contractual enquiry wording",False,False
ADD-0093,additional_blind_spots,unsupported_opening_hours,1363,quote,utility,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[6].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0094,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,Request a Concrete Quote | Structure Co Camden Concrete | Structure Co,Request a Concrete Quote,postmeta:rank_math_title,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a Concreting Enquiry | Structure Co Camden Concrete | Structure Co,"owner attestation and remediation authority, 21 August 2026; quote meta title neutralised",False,False
ADD-0095,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,"Request a Concrete Quote. Send the site address, intended concrete use, dimensions and access details to Structure Co Concreters Camden for an on-site project scope.",Request a Concrete Quote | for an on-site project scope,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry to Structure Co Concreters Camden. Submitting an enquiry does not create a construction contract.,"owner attestation and remediation authority, 21 August 2026; quote meta promise neutralised",False,False
ADD-0096,additional_blind_spots,quote_or_scope_promise,1363,quote,utility,publish,Request a Concrete Quote,Request a Concrete Quote,postmeta:rank_math_breadcrumb_title,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a Concreting Enquiry,"owner attestation and remediation authority, 21 August 2026; quotation promise changed to enquiry",False,False
ADD-0097,additional_blind_spots,direct_service_or_scope_presentation,1364,about,utility,publish,"Structure Co Concreters Camden scopes concrete work around the actual site, intended loading, levels, access and governing council requirements.",Structure Co Concreters Camden scopes,_elementor_data:$[0].elements[1].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; about direct-contractor/credential placeholder replaced with role disclosure",False,False
ADD-0098,additional_blind_spots,direct_service_or_scope_presentation,1364,about,utility,publish,The current service scope is listed from the Camden concreters homepage .,current service scope,_elementor_data:$[3].elements[1].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,&lt;p&gt;Concreting enquiry types are listed on the Camden homepage.&lt;/p&gt;,"owner attestation and remediation authority, 21 August 2026; about service-scope claim neutralised",False,False
ADD-0099,additional_blind_spots,direct_service_or_scope_presentation,1364,about,utility,publish,"Structure Co Concreters Camden scopes concrete work around the actual site, intended loading, levels, access and governing council requirements.",Structure Co Concreters Camden scopes,_elementor_data:$[5].elements[0].elements[0].elements[0].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; about direct-contractor/credential placeholder replaced with role disclosure",False,False
ADD-0100,additional_blind_spots,direct_service_or_scope_presentation,1364,about,utility,publish,The current service scope is listed from the Camden concreters homepage .,current service scope,_elementor_data:$[5].elements[0].elements[2].elements[0].settings.editor,text-editor,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,&lt;p&gt;Concreting enquiry types are listed on the Camden homepage.&lt;/p&gt;,"owner attestation and remediation authority, 21 August 2026; about service-scope claim neutralised",False,False
ADD-0101,additional_blind_spots,unsupported_opening_hours,1364,about,utility,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[6].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0102,additional_blind_spots,quote_or_scope_promise,1364,about,utility,publish,"About Structure Co Concreters Camden. Send the site address, intended concrete use, dimensions and access details to Structure Co Concreters Camden for an on-site project.",for an on-site project,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"About Structure Co Concreters Camden. Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.","owner attestation and remediation authority, 21 August 2026; about meta direct-project implication neutralised",False,False
ADD-0103,additional_blind_spots,unsupported_opening_hours,1365,gallery,utility,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[4].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0104,additional_blind_spots,quote_or_scope_promise,1365,gallery,utility,publish,"Camden Concrete Project Gallery. Send the site address, intended concrete use, dimensions and access details to Structure Co Concreters Camden for an on-site project.",for an on-site project,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"The project gallery is deferred until a genuine, permission-backed project library exists.","owner attestation and remediation authority, 21 August 2026; gallery meta project implication removed",False,False
ADD-0105,additional_blind_spots,quote_or_scope_promise,105,concrete-driveways-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[3].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0106,additional_blind_spots,quote_or_scope_promise,105,concrete-driveways-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[14].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0107,additional_blind_spots,quote_or_scope_promise,1366,concrete-driveway-replacement-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[3].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0108,additional_blind_spots,quote_or_scope_promise,1366,concrete-driveway-replacement-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[14].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0109,additional_blind_spots,quote_or_scope_promise,163,concrete-slabs-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[15].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0110,additional_blind_spots,quote_or_scope_promise,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[15].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0111,additional_blind_spots,quote_or_scope_promise,129,exposed-aggregate-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[12].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0112,additional_blind_spots,quote_or_scope_promise,922,decorative-concrete-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[10].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
