figure,population,occurrences,post_id,slug,page_class,import_status,withdrawn,wave_assignment,attested,verified_in_service_specs,disposition,blocks_all_waves,context
125mm,template-artefact-unattested,1,706,camden-council-driveway-crossing,guide,draft,YES,none — WITHDRAWN (D21),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ssing specification is retained verbatim. Camden Council's recorded urban residential specification is 32 MPa concrete, 125mm thickness, SL72 fabric, 4.0-5.5m width, a 1200mm footpath allocation, 4% crossfall and maximum 1:6 batter. camden-council-driveway-guide lists decision ow"
125mm,template-artefact-unattested,1,1369,commercial-concreting-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ntity; hardstand-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. hardstand-work s"
125mm,template-artefact-unattested,1,1368,concrete-crossovers-and-laybacks-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ntity; crossover-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence beh"
125mm,template-artefact-unattested,1,1366,concrete-driveway-replacement-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"replacement-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence beh"
125mm,template-artefact-unattested,1,1485,concrete-driveways-catherine-field,intersection,draft,YES,none — WITHDRAWN (D16),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"xact intersection is: Catherine Field is mid-transition. On one street it is a 4.5m urban crossover to Camden's 32 MPa, 125mm, SL72 standard; two streets over it is an RU acreage lot needing a Council standard dish crossing aligned to the table drain invert plus a bitumen shoulde"
125mm,template-artefact-unattested,1,105,concrete-driveways-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"dentity; new-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence beh"
125mm,template-artefact-unattested,1,178,concrete-paths-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"dentity; pathway-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. pathway-work sco"
125mm,template-artefact-unattested,1,195,concrete-patios-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"entity; alfresco-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. alfresco-slab sc"
125mm,template-artefact-unattested,1,163,concrete-slabs-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ity; residential-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence beh"
125mm,template-artefact-unattested,4,1371,concreters-catherine-field,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,erine Field Catherine Field is mid-transition. On one street you're pouring a 4.5m urban crossover to Camden's 32 MPa / 125mm / SL72 standard; two streets over you're on an RU acreage lot where Council requires a standard concrete dish crossing aligned to the table drain invert a
125mm,template-artefact-unattested,1,1379,concreters-cobbitty,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"oval only. Bitumen shoulder seal required. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1376,concreters-currans-hill,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"where the crossover is altered or widened. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1378,concreters-elderslie,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"Application for new or altered crossovers. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1370,concreters-gledswood-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ish before a plain broom finish is quoted. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. For crossover wo"
125mm,template-artefact-unattested,1,969,concreters-gregory-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"us any DA conditions attached to the site. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1126,concreters-harrington-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"lly does not, but confirm before starting. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1375,concreters-mount-annan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"en Standard Driveway Crossing Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,1372,concreters-narellan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"use the Non-Standard Driveway Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,2,474,concreters-oran-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"slab rather than lying on the dirt — mesh on the ground does almost nothing. Camden Council specifies SL72 fabric in a 125mm slab at 32 MPa for a residential crossing, and that's the standard we build the whole driveway to, not just the section on council land. The Oran Park evi"
125mm,template-artefact-unattested,1,1377,concreters-spring-farm,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ion of why the standard spec can't be met. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover"
125mm,template-artefact-unattested,1,922,decorative-concrete-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ty; decorative-finish scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence beh"
125mm,template-artefact-unattested,1,129,exposed-aggregate-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ity; aggregate-finish scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. aggregate-finish"
125mm,template-artefact-unattested,1,12,homepage,home,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"assumed from the suburb name. For a Camden Council residential crossing, the recorded specification is 32 MPa concrete, 125mm thickness, SL72 fabric, 4.0-5.5m urban width, a 1200mm footpath allocation, 4% crossfall and a maximum 1:6 batter. Tier 1 service areas are Oran Park , Le"
125mm,template-artefact-unattested,1,1367,shed-and-garage-slabs-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"e identity; shed-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. shed-slab scope"
32 MPa,template-artefact-unattested,1,706,camden-council-driveway-crossing,guide,draft,YES,none — WITHDRAWN (D21),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"roved numeric crossing specification is retained verbatim. Camden Council's recorded urban residential specification is 32 MPa concrete, 125mm thickness, SL72 fabric, 4.0-5.5m width, a 1200mm footpath allocation, 4% crossfall and maximum 1:6 batter. camden-council-driveway-guide"
32 MPa,template-artefact-unattested,1,1369,commercial-concreting-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"site identity; hardstand-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. hardstan"
32 MPa,template-artefact-unattested,1,1368,concrete-crossovers-and-laybacks-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"site identity; crossover-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evid"
32 MPa,template-artefact-unattested,1,1366,concrete-driveway-replacement-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"dentity; replacement-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evid"
32 MPa,template-artefact-unattested,1,1485,concrete-driveways-catherine-field,intersection,draft,YES,none — WITHDRAWN (D16),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"g this exact intersection is: Catherine Field is mid-transition. On one street it is a 4.5m urban crossover to Camden's 32 MPa, 125mm, SL72 standard; two streets over it is an RU acreage lot needing a Council standard dish crossing aligned to the table drain invert plus a bitumen"
32 MPa,template-artefact-unattested,1,105,concrete-driveways-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"d site identity; new-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evid"
32 MPa,template-artefact-unattested,1,178,concrete-paths-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"d site identity; pathway-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. pathway-"
32 MPa,template-artefact-unattested,1,195,concrete-patios-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"site identity; alfresco-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. alfresco"
32 MPa,template-artefact-unattested,1,163,concrete-slabs-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"te identity; residential-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evid"
32 MPa,template-artefact-unattested,4,1371,concreters-catherine-field,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,ters Catherine Field Catherine Field is mid-transition. On one street you're pouring a 4.5m urban crossover to Camden's 32 MPa / 125mm / SL72 standard; two streets over you're on an RU acreage lot where Council requires a standard concrete dish crossing aligned to the table drain
32 MPa,template-artefact-unattested,1,1379,concreters-cobbitty,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"by approval only. Bitumen shoulder seal required. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1376,concreters-currans-hill,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ication where the crossover is altered or widened. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1378,concreters-elderslie,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"rossing Application for new or altered crossovers. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1370,concreters-gledswood-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"eway finish before a plain broom finish is quoted. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. For cros"
32 MPa,template-artefact-unattested,1,969,concreters-gregory-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"tion, plus any DA conditions attached to the site. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1126,concreters-harrington-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"y generally does not, but confirm before starting. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1375,concreters-mount-annan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"s — Camden Standard Driveway Crossing Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,1372,concreters-narellan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ossings use the Non-Standard Driveway Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,2,474,concreters-oran-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"han lying on the dirt — mesh on the ground does almost nothing. Camden Council specifies SL72 fabric in a 125mm slab at 32 MPa for a residential crossing, and that's the standard we build the whole driveway to, not just the section on council land. The Oran Park evidence register"
32 MPa,template-artefact-unattested,1,1377,concreters-spring-farm,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"explanation of why the standard spec can't be met. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before c"
32 MPa,template-artefact-unattested,1,922,decorative-concrete-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"e identity; decorative-finish scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evid"
32 MPa,template-artefact-unattested,1,129,exposed-aggregate-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"te identity; aggregate-finish scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. aggregat"
32 MPa,template-artefact-unattested,1,12,homepage,home,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"area instead of assumed from the suburb name. For a Camden Council residential crossing, the recorded specification is 32 MPa concrete, 125mm thickness, SL72 fabric, 4.0-5.5m urban width, a 1200mm footpath allocation, 4% crossfall and a maximum 1:6 batter. Tier 1 service areas a"
32 MPa,template-artefact-unattested,1,1367,shed-and-garage-slabs-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"lved site identity; shed-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. shed-sla"
SL72,template-artefact-unattested,1,706,camden-council-driveway-crossing,guide,draft,YES,none — WITHDRAWN (D21),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"on is retained verbatim. Camden Council's recorded urban residential specification is 32 MPa concrete, 125mm thickness, SL72 fabric, 4.0-5.5m width, a 1200mm footpath allocation, 4% crossfall and maximum 1:6 batter. camden-council-driveway-guide lists decision owner; camden-counc"
SL72,template-artefact-unattested,1,1369,commercial-concreting-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"hardstand-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. hardstand-work scope tr"
SL72,template-artefact-unattested,1,1368,concrete-crossovers-and-laybacks-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"crossover-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence behind thi"
SL72,template-artefact-unattested,1,1366,concrete-driveway-replacement-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ement-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence behind thi"
SL72,template-artefact-unattested,1,1485,concrete-driveways-catherine-field,intersection,draft,YES,none — WITHDRAWN (D16),NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"tersection is: Catherine Field is mid-transition. On one street it is a 4.5m urban crossover to Camden's 32 MPa, 125mm, SL72 standard; two streets over it is an RU acreage lot needing a Council standard dish crossing aligned to the table drain invert plus a bitumen shoulder seal"
SL72,template-artefact-unattested,1,105,concrete-driveways-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"; new-driveway scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence behind thi"
SL72,template-artefact-unattested,1,178,concrete-paths-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"; pathway-work scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. pathway-work scope trac"
SL72,template-artefact-unattested,1,195,concrete-patios-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"alfresco-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. alfresco-slab scope log"
SL72,template-artefact-unattested,2,163,concrete-slabs-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"sidential-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence behind thi"
SL72,template-artefact-unattested,4,1371,concreters-catherine-field,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,eld Catherine Field is mid-transition. On one street you're pouring a 4.5m urban crossover to Camden's 32 MPa / 125mm / SL72 standard; two streets over you're on an RU acreage lot where Council requires a standard concrete dish crossing aligned to the table drain invert and a bit
SL72,template-artefact-unattested,1,1379,concreters-cobbitty,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ly. Bitumen shoulder seal required. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1376,concreters-currans-hill,suburb,draft,no,none — unresearched,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"he crossover is altered or widened. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1378,concreters-elderslie,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"tion for new or altered crossovers. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1370,concreters-gledswood-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"ore a plain broom finish is quoted. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. For crossover work in G"
SL72,template-artefact-unattested,1,969,concreters-gregory-hills,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"DA conditions attached to the site. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1126,concreters-harrington-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"s not, but confirm before starting. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1375,concreters-mount-annan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"dard Driveway Crossing Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,1372,concreters-narellan,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"Non-Standard Driveway Application. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,2,474,concreters-oran-park,suburb,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"l sits inside the slab rather than lying on the dirt — mesh on the ground does almost nothing. Camden Council specifies SL72 fabric in a 125mm slab at 32 MPa for a residential crossing, and that's the standard we build the whole driveway to, not just the section on council land."
SL72,template-artefact-unattested,1,1377,concreters-spring-farm,suburb,draft,no,3 pending Stage 27,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"why the standard spec can't be met. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work i"
SL72,template-artefact-unattested,1,922,decorative-concrete-south-west-sydney,service,publish,no,1,NO,NO,"FLAGGED IN PLACE - not deleted, not rounded",YES,"orative-finish scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. The evidence behind thi"
