requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0300,D22 deferred — unresearched,concreters-grasmere,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Estate playground with prominent M locality branding; no concrete subject; visible purpose: Patios & Alfresco,landscape,79:38,632x304,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1187,leppington-new-estates-1187.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1382; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert new estates in Leppington, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0301,D22 deferred — unresearched,concreters-grasmere,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Dry cracked ground surface; visible purpose: Paths & Pathways,landscape,723:350,723x350,JPEG,dry-cracked-ground-1188.jpg,Dry cracked ground surface,no,D18/D20: remove unsupported geographic and geological assertion,yes — decorative/non-evidential only,1188,dry-cracked-ground-1188.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1382; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0302,D22 deferred — unresearched,concreters-grasmere,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Estate playground with prominent M locality branding; no concrete subject; visible purpose: Coloured & Decorative,landscape,79:38,632x304,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1187,leppington-new-estates-1187.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1382; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert new estates in Leppington, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0303,D22 deferred — unresearched,concreters-ellis-lane,suburb,7c2526d7,7c2526d7 — Concreters Ellis Lane,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Ellis Lane,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1383; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0304,D22 deferred — unresearched,concreters-ellis-lane,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Backyard patio concreter; visible purpose: Concrete Driveways,landscape,4:3,784x588,JPEG,backyard-patio-concreter-227.jpg,Backyard patio concreter,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,227,backyard-patio-concreter-227.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0305,D22 deferred — unresearched,concreters-ellis-lane,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Freshly poured concrete slab along a side boundary; visible purpose: Concrete Slabs,landscape,125:94,625x470,JPEG,fresh-concrete-side-yard-slab-228.jpg,Freshly poured concrete slab along a side boundary,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,228,fresh-concrete-side-yard-slab-228.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0306,D22 deferred — unresearched,concreters-ellis-lane,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image placeholder hero camden in the context of Concreters Ellis Lane; visible purpose: Exposed Aggregate,landscape,503:409,1006x818,JPEG,image-placeholder-hero-275.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,275,image-placeholder-hero-275.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0307,D22 deferred — unresearched,concreters-ellis-lane,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image contact 1 camden in the context of Concreters Ellis Lane; visible purpose: Patios & Alfresco,landscape,836:421,836x421,JPEG,image-contact-1-276.jpg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,276,image-contact-1-276.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0308,D22 deferred — unresearched,concreters-ellis-lane,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image placeholder hero 1 camden in the context of Concreters Ellis Lane; visible purpose: Paths & Pathways,landscape,503:409,1006x818,JPEG,image-placeholder-hero-1-277.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,277,image-placeholder-hero-1-277.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0309,D22 deferred — unresearched,concreters-ellis-lane,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image contact 1 camden in the context of Concreters Ellis Lane; visible purpose: Coloured & Decorative,landscape,836:421,836x421,JPEG,image-contact-1-276.jpg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,276,image-contact-1-276.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1383; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0310,D22 deferred — unresearched,concreters-theresa-park,suburb,7c2526d7,7c2526d7 — Concreters Theresa Park,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Theresa Park,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1384; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0311,D22 deferred — unresearched,concreters-theresa-park,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Control joints and cracks; visible purpose: Concrete Driveways,landscape,627:469,627x469,JPEG,control-joints-and-cracks-909.jpg,Control joints and cracks,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,909,control-joints-and-cracks-909.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1384; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0312,D22 deferred — unresearched,concreters-theresa-park,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Coloured residential concrete patio; visible purpose: Concrete Slabs,square,1:1,1176x1176,PNG,coloured-concrete-patio-924.png,Coloured concrete patio beside a home,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,924,coloured-concrete-south-west-sydney-924.png,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1384; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0313,D22 deferred — unresearched,concreters-theresa-park,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Stencilled or patterned concrete driveway; visible purpose: Exposed Aggregate,landscape,4:3,588x441,WebP,stencilled-concrete-driveway-925.webp,Stencilled concrete driveway with a block pattern,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,925,stencil-concrete-south-west-sydney-925.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1384; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0314,D22 deferred — unresearched,concreters-theresa-park,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Stamped concrete driveway; visible purpose: Patios & Alfresco,square,1:1,543x543,JPEG,stamped-concrete-driveway-926.jpg,Stamped concrete driveway beside a brick home,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,926,stamped-concrete-south-west-sydney-926.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1384; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0315,D22 deferred — unresearched,concreters-theresa-park,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Honed and polished concrete; visible purpose: Paths & Pathways,portrait,209:251,836x1004,WebP,honed-and-polished-concrete-927.webp,Honed and polished concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,927,honed-and-polished-concrete-927.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1384; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0316,D22 deferred — unresearched,concreters-theresa-park,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Stamped concrete driveway; visible purpose: Coloured & Decorative,square,1:1,543x543,JPEG,stamped-concrete-driveway-926.jpg,Stamped concrete driveway beside a brick home,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,926,stamped-concrete-south-west-sydney-926.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1384; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0317,D22 deferred — unresearched,concreters-camden-park,suburb,7c2526d7,7c2526d7 — Concreters Camden Park,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Camden Park,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1385; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0318,D22 deferred — unresearched,concreters-camden-park,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Honed and polished concrete; visible purpose: Concrete Driveways,portrait,209:251,836x1004,WebP,honed-and-polished-concrete-927.webp,Honed and polished concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,927,honed-and-polished-concrete-927.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1385; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0319,D22 deferred — unresearched,concreters-camden-park,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Identifiable Melbourne CBD skyline and hot-air balloon; visible purpose: Concrete Slabs,landscape,4:3,888x666,PNG,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,956,south-west-sydney-growth-corridor-956.png,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1385; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert the South West Sydney growth corridor.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0320,D22 deferred — unresearched,concreters-camden-park,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Wianamatta shale clay camden in the context of Concreters Camden Park; visible purpose: Exposed Aggregate,landscape,627:470,627x470,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,D19 removes the Tarneit soil photograph and retains its containing sections,yes — decorative/non-evidential only,1020,wianamatta-shale-clay-camden-1020.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: prohibited slot already removed,none,no — page is outside the smallest launch,page_id=1385; widget_type=image-box; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0321,D22 deferred — unresearched,concreters-camden-park,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Aerial view of a waterway beside a residential area; visible purpose: Patios & Alfresco,landscape,4:3,784x588,JPEG,aerial-waterway-residential-area-1056.jpg,Aerial view of a waterway beside a residential area,no,D18/D20: Victorian Davis Creek cannot be named as South Creek,yes — decorative/non-evidential only,1056,aerial-waterway-residential-area-1056.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1385; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0322,D22 deferred — unresearched,concreters-camden-park,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete slabs; visible purpose: Paths & Pathways,square,1:1,543x543,JPEG,concrete-slabs-1065.jpg,Concrete slabs,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1065,concrete-slabs-1065.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1385; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0323,D22 deferred — unresearched,concreters-camden-park,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Aerial view of a waterway beside a residential area; visible purpose: Coloured & Decorative,landscape,4:3,784x588,JPEG,aerial-waterway-residential-area-1056.jpg,Aerial view of a waterway beside a residential area,no,D18/D20: Victorian Davis Creek cannot be named as South Creek,yes — decorative/non-evidential only,1056,aerial-waterway-residential-area-1056.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1385; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0324,D22 deferred — unresearched,concreters-cawdor,suburb,7c2526d7,7c2526d7 — Concreters Cawdor,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Cawdor,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0325,D22 deferred — unresearched,concreters-cawdor,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Patiosconcrete; visible purpose: Concrete Driveways,landscape,637:425,1274x850,JPEG,patiosconcrete-55.jpg,Patiosconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,55,patiosconcrete-55.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0326,D22 deferred — unresearched,concreters-cawdor,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Reinforcedheavydutyconcrete; visible purpose: Concrete Slabs,portrait,3:4,750x1000,WebP,reinforcedheavydutyconcrete-121.webp,Reinforcedheavydutyconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,121,reinforcedheavydutyconcrete-121.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0327,D22 deferred — unresearched,concreters-cawdor,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Paths and pathwaysconcrete; visible purpose: Exposed Aggregate,portrait,196:261,392x522,JPEG,paths-and-pathwaysconcrete-144.jpg,Paths and pathwaysconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,144,paths-and-pathwaysconcrete-144.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0328,D22 deferred — unresearched,concreters-cawdor,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Patiosandalfrescoconcrete; visible purpose: Patios & Alfresco,portrait,391:491,391x491,JPEG,patiosandalfrescoconcrete-145.jpg,Patiosandalfrescoconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,145,patiosandalfrescoconcrete-145.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0329,D22 deferred — unresearched,concreters-cawdor,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concretepoolsurronds; visible purpose: Paths & Pathways,landscape,2509:1882,2509x1882,JPEG,concretepoolsurronds-146.jpg,Concretepoolsurronds,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,146,concretepoolsurronds-146.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0330,D22 deferred — unresearched,concreters-cawdor,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Patiosandalfrescoconcrete; visible purpose: Coloured & Decorative,portrait,391:491,391x491,JPEG,patiosandalfrescoconcrete-145.jpg,Patiosandalfrescoconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,145,patiosandalfrescoconcrete-145.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1386; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0331,Wave 3 pending research,concreters-edmondson-park,suburb,7c2526d7,7c2526d7 — Concreters Edmondson Park,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Edmondson Park,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0332,Wave 3 pending research,concreters-edmondson-park,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete sealing; visible purpose: Concrete Driveways,landscape,723:400,723x400,JPEG,concrete-sealing-1345.jpg,Concrete sealing,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1345,concrete-sealing-1345.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0333,Wave 3 pending research,concreters-edmondson-park,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete driveway cracks; visible purpose: Concrete Slabs,landscape,125:94,625x470,JPEG,concrete-driveway-cracks-1359.jpg,Concrete driveway cracks,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1359,concrete-driveway-cracks-1359.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0334,Wave 3 pending research,concreters-edmondson-park,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete driveway cracks 1; visible purpose: Exposed Aggregate,landscape,125:94,625x470,JPEG,concrete-driveway-cracks-1-1361.jpg,Concrete driveway cracks 1,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1361,concrete-driveway-cracks-1-1361.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0335,Wave 3 pending research,concreters-edmondson-park,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete driveway cracks 2; visible purpose: Patios & Alfresco,landscape,125:94,625x470,JPEG,concrete-driveway-cracks-2-1362.jpg,Concrete driveway cracks 2,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1362,concrete-driveway-cracks-2-1362.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0336,Wave 3 pending research,concreters-edmondson-park,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Paths & Pathways,landscape,1411:1098,1411x1098,JPEG,concrete-project-detail-17.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,17,concrete-project-detail-17.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
